"timestamp","value"
1763840043,"0.03154877069522101"
1763840048,"0.03237395285472005"
1763840053,"0.05250646919568547"
1763840058,"0.05591731057421845"
1763840063,"0.10380793847393874"
1763840068,"0.11196868498629517"
1763840073,"0.1408362812326469"
1763840078,"0.15201209880645228"
1763840083,"0.2040266223091992"
1763840088,"0.2575534391012348"
1763840093,"0.2957639872660481"
1763840098,"0.26632296379607284"
1763840103,"0.34000866046516476"
1763840108,"0.34000866046516476"
1763840113,"0.3537518629865618"
1763840118,"0.3580637397493073"
1763840123,"0.3720225263405632"
1763840128,"0.3720225263405632"
1763840133,"0.34003300878064335"
1763840138,"0.37094084519942616"
1763840143,"0.36791023322527405"
1763840148,"0.36425213578032545"
1763840153,"0.3617158180441188"
1763840158,"0.3617158180441188"
1763840163,"0.3585327979831297"
1763840168,"0.3707863392641293"
1763840173,"0.3707863392641293"
1763840178,"0.37576790143452043"
1763840183,"0.40719313076394936"
1763840188,"0.40719313076394936"
1763840193,"0.4319494188432037"
1763840198,"0.4537587132298537"
1763840203,"0.4537587132298537"
1763840208,"0.4456046246862587"
1763840213,"0.4477030787575299"
1763840218,"0.439015588833658"
1763840223,"0.439015588833658"
1763840228,"0.38901145684813176"
1763840233,"0.41548915052676805"
1763840238,"0.41548915052676805"
1763840243,"0.39800563064869054"
1763840248,"0.3679352706135915"
1763840253,"0.4126135466633608"
1763840258,"0.4211922470818391"
1763840263,"0.43176239415427825"
1763840268,"0.4461323588548839"
1763840273,"0.4577887845505332"
1763840278,"0.46598057889890904"
1763840283,"0.43121043149965643"
1763840288,"0.4870987713996516"
1763840293,"0.4516852208637937"
1763840298,"0.4995700563331992"
1763840303,"0.46627754413869205"
1763840308,"0.5106239737361451"
1763840313,"0.47185559118320874"
1763840318,"0.522552307638195"
1763840323,"0.5338260162716271"
1763840328,"0.5398692486270392"
1763840333,"0.552244726419062"
1763840338,"0.552244726419062"
1763840343,"0.5598591596384788"
1763840348,"0.5671108148662741"
1763840353,"0.4423579738976023"
1763840358,"0.3960906736469093"
1763840363,"0.30134359011261047"
1763840368,"0.5054194607039078"
1763840373,"0.5054194607039078"
1763840378,"0.48869645387134414"
1763840383,"0.47420438372214335"
1763840388,"0.4790999315069387"
1763840393,"0.28230075395070475"
1763840398,"0.34165108133595296"
1763840403,"0.39662100450529514"
1763840408,"0.48990416509150086"
1763840413,"0.5426846077658152"
1763840418,"0.5426846077658152"
1763840423,"0.5577257484740237"
1763840428,"0.5853069186242172"
1763840433,"0.5867168384716543"
1763840438,"0.5881418427311331"
1763840443,"0.5907892247506032"
1763840448,"0.5937281201950673"
1763840453,"0.5937281201950673"
1763840458,"0.5943352313076725"
1763840463,"0.5437209264247896"
1763840468,"0.5956097555816053"
1763840473,"0.5956181007559285"
1763840478,"0.5956181007559285"
1763840483,"0.5601028377839405"
1763840488,"0.536722340239791"
1763840493,"0.5952779892901268"
1763840498,"0.5956633170417289"
1763840503,"0.5959727429594089"
1763840508,"0.5958837608621779"
1763840513,"0.5960753560230392"
1763840518,"0.5481233331588518"
1763840523,"0.5565329627252045"
1763840528,"0.5970488252135681"
1763840533,"0.5977400500827976"
1763840538,"0.46295939534669495"
1763840543,"0.4425902771590853"
1763840548,"0.4425902771590853"
1763840553,"0.3747314121230729"
1763840558,"0.2757543413705529"
1763840563,"0.17143102935631319"
1763840568,"0.17143102935631319"
1763840573,"0.06152248302042705"
1763840578,"0.06125826765663441"
1763840583,"0.021430818329574434"
1763840588,"0.01932933473592608"
1763840593,"0.021320165978926345"
1763840598,"0.021911760127150525"
1763840603,"0.021647380878220497"
1763840608,"0.02413427073613051"
