"timestamp","value"
1763840043,"0.10516256898407003"
1763840048,"0.10791317618240016"
1763840053,"0.17502156398561824"
1763840058,"0.18639103524739484"
1763840063,"0.34602646157979583"
1763840068,"0.37322894995431727"
1763840073,"0.46945427077548973"
1763840078,"0.5067069960215076"
1763840083,"0.6800887410306641"
1763840088,"0.8585114636707827"
1763840093,"0.9858799575534937"
1763840098,"0.8877432126535761"
1763840103,"1.1333622015505493"
1763840108,"1.1333622015505493"
1763840113,"1.1791728766218728"
1763840118,"1.1935457991643577"
1763840123,"1.2400750878018774"
1763840128,"1.2400750878018774"
1763840133,"1.1334433626021445"
1763840138,"1.2364694839980872"
1763840143,"1.226367444084247"
1763840148,"1.2141737859344182"
1763840153,"1.205719393480396"
1763840158,"1.205719393480396"
1763840163,"1.1951093266104325"
1763840168,"1.2359544642137643"
1763840173,"1.2359544642137643"
1763840178,"1.2525596714484015"
1763840183,"1.3573104358798314"
1763840188,"1.3573104358798314"
1763840193,"1.4398313961440123"
1763840198,"1.5125290440995125"
1763840203,"1.5125290440995125"
1763840208,"1.4853487489541959"
1763840213,"1.492343595858433"
1763840218,"1.4633852961121934"
1763840223,"1.4633852961121934"
1763840228,"1.2967048561604393"
1763840233,"1.3849638350892268"
1763840238,"1.3849638350892268"
1763840243,"1.3266854354956352"
1763840248,"1.226450902045305"
1763840253,"1.3753784888778695"
1763840258,"1.4039741569394637"
1763840263,"1.4392079805142608"
1763840268,"1.487107862849613"
1763840273,"1.525962615168444"
1763840278,"1.5532685963296968"
1763840283,"1.437368104998855"
1763840288,"1.623662571332172"
1763840293,"1.5056174028793123"
1763840298,"1.665233521110664"
1763840303,"1.554258480462307"
1763840308,"1.702079912453817"
1763840313,"1.5728519706106958"
1763840318,"1.7418410254606502"
1763840323,"1.779420054238757"
1763840328,"1.7995641620901308"
1763840333,"1.8408157547302066"
1763840338,"1.8408157547302066"
1763840343,"1.8661971987949293"
1763840348,"1.8903693828875805"
1763840353,"1.4745265796586744"
1763840358,"1.3203022454896978"
1763840363,"1.0044786337087017"
1763840368,"1.6847315356796926"
1763840373,"1.6847315356796926"
1763840378,"1.6289881795711472"
1763840383,"1.5806812790738112"
1763840388,"1.5969997716897957"
1763840393,"0.9410025131690158"
1763840398,"1.13883693778651"
